BorrowerID,BorrowerName,MembershipType,OverdueFeesAmount
0660,John Templeton,Lifetime,26.92
0661,Rodney Billingsley,Annually,23.33
0662,Katie Sanchez,Weekly,12.85
0663,Jeffrey Sparling,Lifetime,28.53
0664,Mable Bryant,Weekly,14.82
0665,Shawn Lindsay,Semi-Annually,19.34
0666,Louis Noeldner,Annually,0.12
0667,Constance Wagner,Monthly,12.46
0668,Eugene Castelluccio,Annually,0.59
0669,Joyce Lindsey,Weekly,9.06
0670,Virgil Clouse,Weekly,19.63
0671,Joseph Hicks,Monthly,9.72
0672,Bonnie Crawford,Lifetime,20.45
0673,Bobby Faley,Annually,43.72
0674,Gordon Knights,Weekly,7.01
0675,Kyle Parsons,Lifetime,13.87
0676,Johnnie Mcclure,Weekly,7.56
0677,Stephen Lind,Semi-Annually,6.45
0678,John Walch,Annually,25.67
0679,Charles Monaco,Monthly,11.7
0680,Carol Juarez,Lifetime,20.37
0681,James Howard,Weekly,12.17
0682,Roberta Kelly,Lifetime,22.21
0683,Gerald Sumpter,Monthly,17.22
0684,Jill Medina,Lifetime,30.52
0685,George Groner,Annually,49.02
0686,Rene Soos,Lifetime,3.92
0687,Harold Altschuler,Annually,13.64
0688,Sharon Walker,Semi-Annually,21.95
0689,Edward Cantrell,Monthly,12.76
0690,Mitchell Bernard,Annually,35.28
0691,Doug Dean,Lifetime,14.76
0692,Candy Contreras,Lifetime,35.27
0693,Elsie Duffield,Monthly,52.53
0694,Jennie Lovell,Annually,41.09
0695,Joseph Renfrow,Weekly,5.26
0696,Clifton Little,Annually,10.14
0697,David Torres,Semi-Annually,0.08
0698,Candice Booth,Monthly,33.99
0699,Marsha Oliver,Lifetime,7.57
0700,Scott Heitman,Semi-Annually,26.39
0701,Sarah Patton,Annually,19.2
0702,Gail Iglesias,Weekly,35.1
0703,Jefferson Haines,Semi-Annually,13.49
0704,Pedro Bullen,Annually,20.28
0705,Timothy Silago,Weekly,9.38
0706,Brian Hunter,Semi-Annually,15.78
0707,Willie Canada,Monthly,27.63
0708,Matthew Holman,Weekly,31.79
0709,Jesse Conner,Semi-Annually,23.09
0710,Angela Rama,Lifetime,62.4
0711,John Anthony,Semi-Annually,7.69
0712,Lucille Emch,Monthly,2.32
0713,Ginette Johnson,Monthly,6.89
0714,Mary Torres,Weekly,1.61
0715,Russell Riojas,Annually,4.72
0716,Donna Torres,Monthly,22.01
0717,Jacqueline Correla,Annually,43.33
0718,Joyce Berry,Annually,9.04
0719,Ada Abrial,Lifetime,14.63
0720,Joslyn Scott,Semi-Annually,1.94
0721,Jesse Hamilton,Semi-Annually,33.66
0722,May Teasley,Semi-Annually,25.14
0723,Dennis Ragsdale,Monthly,14.02
0724,Lamar Hickman,Weekly,1.27
0725,Jerome Martin,Lifetime,7.57
0726,Evelyn Altieri,Monthly,44.61
0727,Arthur Martin,Monthly,20.4
0728,Anna Fox,Semi-Annually,14.9
0729,Jessica Chappell,Lifetime,0.22
0730,Jesus Spurgeon,Monthly,25.84
0731,Larry Zertuche,Semi-Annually,6.78
0732,Sharon Reeves,Weekly,10.45
0733,Maria Barry,Annually,12.89
0734,Harold Morris,Lifetime,9.24
0735,Janna Phelps,Monthly,16.29
0736,Gladys Parish,Monthly,3.2
0737,Mark Smith,Lifetime,0.6
0738,Amber Cureton,Monthly,42.78
0739,Stefan Andrews,Weekly,8.27
0740,Frank Davis,Semi-Annually,15.18
0741,Bryan Brown,Annually,21.9
0742,Corey Turrubiates,Annually,5.1
0743,Lorraine Charles,Lifetime,18.4
0744,Christopher Jasso,Weekly,14.38
0745,Troy Young,Monthly,18.25
0746,Richard Sylvester,Lifetime,7.74
0747,Grady Stauffer,Monthly,11.39
0748,Holly Dumont,Semi-Annually,3.12
0749,Richard Orr,Lifetime,1.08
0750,Bradley Parris,Semi-Annually,2.0
0751,Brian Hamilton,Semi-Annually,4.68
0752,Brad Sciancalepore,Monthly,8.77
0753,Lisa Pinc,Weekly,0.2
0754,Lizette Bailey,Monthly,19.33
0755,Michael Kemp,Weekly,7.76
0756,Jeff Goodnight,Weekly,36.8
0757,Michael Dimarco,Lifetime,12.95
0758,Bryan Dean,Monthly,3.06
0759,Anthony Benson,Weekly,17.26
0760,Katherine Jordan,Monthly,30.95
0761,David Robinson,Monthly,15.85
0762,Alta Klotz,Monthly,11.46
0763,Genevieve Peterson,Monthly,28.31
0764,Margie Bermeo,Weekly,44.15
0765,Damon Lessard,Weekly,0.72
0766,Frances Ayers,Lifetime,40.85
0767,Mary Landa,Annually,36.84
0768,Rosa Plummer,Monthly,5.21
0769,Kevin Thomas,Semi-Annually,14.09
0770,Bernard Seay,Annually,3.62
0771,William Mcdaniel,Weekly,7.5
0772,Jean Lundquist,Monthly,26.63
0773,Sarah Jones,Lifetime,6.26
0774,Bessie Guertin,Weekly,20.05
0775,Marissa Lennon,Semi-Annually,40.32
0776,Terry Williams,Weekly,33.67
0777,Michael Lara,Monthly,4.07
0778,Jeremiah Schroeder,Annually,6.78
0779,Willie Giorgio,Monthly,24.69
0780,Bernard Rico,Annually,15.3
0781,Kristopher Darcangelo,Annually,11.72
0782,Kelli Vincent,Semi-Annually,25.38
0783,Janine Eisenhauer,Lifetime,10.1
0784,Melanie Martin,Monthly,19.62
0785,Kenyatta Stafford,Semi-Annually,4.76
0786,Franklin Clark,Annually,14.61
0787,Cindy Funderburk,Weekly,9.58
0788,Cecilia Hall,Semi-Annually,4.93
0789,Joyce Ellithorpe,Semi-Annually,13.17
0790,Melanie Martin,Monthly,19.62
0791,Rhea Mayfield,Monthly,15.02
0792,Irma Sanders,Annually,10.85
0793,Jeanne Troke,Annually,55.85
0794,Nora Scott,Weekly,5.28
0795,Kay Buono,Weekly,2.25
0796,James Johnson,Semi-Annually,34.17
0797,Betty Thomsen,Monthly,34.62
0798,Ruth Wisner,Semi-Annually,15.1
0799,Joseph Revalee,Monthly,10.57
0800,Andy Mckever,Weekly,26.58
0801,Michael Wilder,Lifetime,14.22
0802,Hollie Andrews,Monthly,10.42
0803,Rose Campbell,Annually,17.71
0804,Jon Rine,Annually,18.05
0805,Gary Mayo,Monthly,26.17
0806,Constance Myers,Monthly,12.98
0807,Pamela Riddle,Monthly,26.25
0808,Olivia Adams,Weekly,29.74
0809,Margaret Pohlman,Weekly,12.6
0810,Elsie Mckenzie,Monthly,3.1
0811,Yolanda Jackson,Semi-Annually,7.78
0812,Angela Bailey,Lifetime,7.83
0813,Wayne Follmer,Weekly,2.41
0814,Shantelle Petterson,Monthly,6.12
0815,Derrick Doggett,Monthly,19.24
0816,Nancy Keats,Weekly,6.71
0817,Gary Saeler,Monthly,5.03
0818,Melissa Mchenry,Semi-Annually,15.65
0819,Thomas Bailey,Monthly,2.08
0820,Elaine Lawrence,Annually,17.72
0821,John Lopez,Semi-Annually,3.87
0822,Mark Lee,Lifetime,1.16
0823,Lillian Taylor,Weekly,21.4
0824,Lisa Roberts,Weekly,32.3
0825,Gwendolyn Laramee,Annually,17.59
0826,Cora Jones,Monthly,14.51
0827,Patrick Scott,Annually,41.1
0828,Stephen Snell,Annually,28.84
0829,Barbara Anderson,Weekly,11.46
0830,Marvin Summers,Monthly,2.21
0831,Anthony Raver,Weekly,26.93
0832,Dixie Black,Semi-Annually,10.06
0833,Angela Waters,Semi-Annually,35.18
0834,Janet Lowery,Annually,9.8
0835,Nelda Brox,Monthly,13.94
0836,David Moore,Monthly,7.47
0837,Deborah Malone,Semi-Annually,0.88
0838,Rafaela Gagnon,Annually,7.96
0839,Donna Milligan,Weekly,0.24
0840,Debra Norman,Weekly,35.22
0841,Greg Satterthwaite,Lifetime,27.15
0842,Joseph Wilson,Weekly,17.79
0843,Douglas Mcmaster,Weekly,9.74
0844,Diane Perez,Weekly,6.59
0845,Kirk Rodgers,Monthly,4.67
0846,Dennis Fredrick,Annually,14.75
0847,Kathleen Pierce,Semi-Annually,3.1
0848,Gene Gaietto,Monthly,5.78
0849,Una Monday,Lifetime,16.29
0850,Ernest Archibald,Monthly,10.12
0851,John Clark,Semi-Annually,6.49
0852,Connie Witherspoon,Annually,25.22
0853,Ellis Schnakenberg,Annually,12.59
0854,Jewel Knaub,Monthly,6.55
0855,Keesha Wills,Monthly,0.7
0856,Shane Puckett,Weekly,26.8
0857,Richard Roeger,Monthly,11.53
0858,Gloria Foote,Annually,42.0
0859,Mary Totaro,Lifetime,41.32
0860,Antonia Casano,Monthly,0.52
0861,Philip Duckworth,Semi-Annually,4.57
0862,John Hawks,Semi-Annually,30.41
0863,Anthony Hummer,Annually,13.43
0864,Jeffrey Loynes,Annually,2.33
0865,Philip Clauss,Monthly,9.65
0866,Mary White,Semi-Annually,7.58
0867,Alex Scott,Lifetime,28.15
0868,Mary Womack,Annually,15.2
0869,Opal Patrick,Annually,22.78
0870,Christopher Olson,Lifetime,16.59
0871,Yesenia Kemp,Semi-Annually,10.35
0872,Cory Preece,Weekly,15.44
0873,Diana Addleman,Monthly,4.27
0874,Daniel Jones,Semi-Annually,0.19
0875,Myrtle Kolb,Monthly,6.07
0876,Louise Gerald,Weekly,7.77
0877,Stephen Horton,Weekly,12.42
0878,Henry Strack,Annually,13.32
0879,Andrew Valdez,Lifetime,10.27
0880,Norman Lowe,Monthly,0.86
0881,Tony Larson,Monthly,10.52
0882,Joe Sheldon,Weekly,21.88
0883,Walter Grimes,Monthly,12.83
0884,Maria German,Weekly,24.33
0885,Alfred Wilkerson,Monthly,18.66
0886,Opal Cassidy,Lifetime,16.91
0887,Rosemarie Lutes,Monthly,18.44
0888,Eric Weaver,Semi-Annually,19.33
0889,Walter Brown,Weekly,1.75
0890,Peter Vasquez,Weekly,3.98
0891,Chad Sells,Annually,3.77
0892,Jennifer Siskin,Annually,0.36
0893,Lisa Mclellan,Weekly,3.12
0894,Janice Resendez,Weekly,29.15
0895,Michael Wyatt,Weekly,20.17
0896,Michael Snow,Annually,11.39
0897,Michael Coleman,Lifetime,19.29
0898,Theresa Eudy,Annually,3.97
0899,Benjamin Luong,Lifetime,23.29
0900,Roger Thompson,Semi-Annually,8.11
0901,James Self,Semi-Annually,2.97
0902,Alan Atkins,Weekly,6.56
0903,Brian Hunt,Annually,4.0
0904,Robert Bartholomew,Semi-Annually,0.34
0905,Felix Stewart,Weekly,11.57
0906,Janet Sieracki,Lifetime,14.65
0907,Everett Mcdowell,Semi-Annually,1.56
0908,Donna Martone,Lifetime,18.18
0909,Alphonso Moseley,Lifetime,1.56
0910,Reginald Sasaki,Annually,4.82
0911,Martin Woodley,Lifetime,9.13
0912,Ahmad Fitting,Weekly,26.43
0913,Vanessa Cantin,Annually,44.52
0914,Jose Chipman,Lifetime,14.22
0915,Rhonda Meza,Monthly,39.48
0916,Mary Bud,Lifetime,24.49
0917,Hazel Keller,Lifetime,35.61
0918,Dorian Mitchell,Semi-Annually,41.8
0919,Mary Strawser,Monthly,25.58
0920,Shelia Oconnell,Monthly,18.87
0921,John Stanley,Semi-Annually,11.55
0922,Helen Whitman,Monthly,17.96
0923,Joseph Purdy,Annually,18.47
0924,Patricia Roque,Lifetime,7.58
0925,Gabriel Kelty,Weekly,12.23
0926,Larry Smith,Lifetime,0.7
0927,Ashley Sanchez,Weekly,8.07
0928,Barbara Flowers,Lifetime,8.25
0929,Miguel Mcnear,Semi-Annually,14.3
0930,Dee Steele,Weekly,12.89
0931,Glenn Kadi,Lifetime,13.63
0932,Mark Gibeau,Monthly,18.38
0933,Curtis Gustin,Monthly,6.32
0934,Margie Tassone,Semi-Annually,17.1
0935,Pamela Wallace,Semi-Annually,3.87
0936,Daniel Tan,Weekly,8.09
0937,Jason Dingman,Semi-Annually,11.91
0938,Norma Quincy,Semi-Annually,6.38
0939,Larry Schafer,Annually,16.26
0940,Katherine Carlson,Weekly,22.58
0941,Roosevelt Loynes,Lifetime,9.51
0942,James Stubblefield,Weekly,61.81
0943,Rufus Green,Lifetime,49.46
0944,Marc Johnson,Annually,8.1
0945,Mark Bundren,Lifetime,3.95
0946,Alvin Peters,Lifetime,33.69
0947,Ella Perez,Lifetime,33.97
0948,Lori Howard,Annually,1.77
0949,Julia Oloughlin,Semi-Annually,1.31
0950,Jessica Park,Monthly,27.44
0951,Michelle Harper,Monthly,22.07
0952,Dorothy Rio,Weekly,15.23
0953,Faith Grow,Lifetime,16.52
0954,William Harrison,Semi-Annually,5.88
0955,Peter Kim,Monthly,7.48
0956,David Osborne,Semi-Annually,35.23
0957,Erik Mickle,Lifetime,7.0
0958,Joe Keaton,Weekly,4.36
0959,John Thrower,Lifetime,32.57
0960,Emma Young,Weekly,3.93
0961,Lillian Burford,Annually,13.56
0962,Gary Gordon,Weekly,8.56
0963,Willie Goyco,Monthly,0.43
0964,Linsey Mueller,Monthly,17.21
0965,Marvin Platt,Annually,37.5
0966,Mike Carney,Monthly,7.42
0967,Ebony Ruiz,Annually,1.05
0968,Young Dufault,Annually,7.28
0969,Linda Evans,Weekly,30.55
0970,Sheila Johnson,Weekly,18.44
0971,Charles Blood,Lifetime,8.52
0972,Robert Johns,Lifetime,13.65
0973,Joanne Copeland,Annually,11.6
0974,Maricela Showman,Semi-Annually,2.6
0975,Chad Blecha,Monthly,4.2
0976,Linda Hernandez,Weekly,50.72
0977,Peter Riddick,Weekly,3.54
0978,Paul Ranson,Annually,20.84
0979,Thomas Palmer,Semi-Annually,19.05
0980,Shawn Decastro,Annually,13.31
0981,Reva Farmer,Lifetime,19.02
0982,Leola Weber,Semi-Annually,0.53
0983,Cindy Tyler,Lifetime,8.23
0984,Robert Guerrero,Weekly,34.53
0985,Cedric Mckinnon,Semi-Annually,43.68
0986,Robert Warmbier,Semi-Annually,11.76
0987,Duane Berti,Lifetime,19.9
0988,German Kachmarsky,Semi-Annually,11.81
0989,Jan Lowenstein,Semi-Annually,26.28
0990,Albert Stone,Monthly,18.95
0991,Jeffrey Moss,Monthly,0.72
0992,Georgia Kabel,Monthly,6.68
0993,Timothy Wise,Monthly,4.82
0994,Paul Payne,Annually,30.34
0995,Wanda Allen,Annually,16.91
0996,Thomas Mclean,Semi-Annually,1.87
0997,Malcolm Spiker,Annually,16.25
0998,Gerald Ross,Monthly,2.56
0999,Edward Kahill,Annually,23.36
1000,Stephen Bennett,Weekly,13.55
1001,Erlinda Mcmillan,Weekly,12.67
1002,Antonio Crawford,Lifetime,16.84
1003,William Montes,Weekly,17.25
1004,Raul Driscoll,Monthly,22.33
1005,Dorothy Burns,Monthly,26.44
1006,Diane Brown,Annually,22.43
1007,Idella Sudbury,Annually,4.42
1008,Ervin Jackson,Weekly,13.69
1009,Zachary Boggs,Annually,24.32
1010,Herbert Baker,Weekly,7.65
1011,Mary Campbell,Weekly,43.61
1012,Frances Foster,Semi-Annually,26.3
1013,Stephen Daniel,Monthly,34.91
1014,Frank Tolbert,Semi-Annually,1.68
1015,Louis Johnston,Semi-Annually,16.38
1016,Gustavo Adams,Semi-Annually,23.79
1017,Robert Michaels,Annually,15.29
1018,James Fraizer,Annually,1.66
1019,Daniel Leduc,Weekly,18.64
1020,Dorothy Peterson,Semi-Annually,8.93
1021,Nathan Cushman,Weekly,15.19
1022,Richard Masciantonio,Semi-Annually,58.96
1023,Lorenzo Best,Monthly,19.69
1024,Daryl Mcfarlane,Semi-Annually,21.26
1025,Rochelle Mckee,Monthly,21.42
1026,Eunice Hains,Annually,46.88
1027,Alexis Carlsen,Semi-Annually,7.33
1028,Holly Allen,Monthly,31.14
1029,Jeffrey Smith,Annually,15.2
1030,Lori Moritz,Monthly,35.23
1031,Stephen Moore,Semi-Annually,10.97
1032,James Steward,Annually,15.17
1033,Cheryl Martines,Lifetime,18.3
1034,Annette Brink,Lifetime,16.67
1035,Michelle Linney,Weekly,20.81
1036,Laura Binion,Semi-Annually,30.33
1037,Chris Jones,Annually,8.8
1038,Rosalind Peterson,Monthly,33.93
1039,Pamela Bigelow,Weekly,1.84
1040,Joseph Garcia,Weekly,32.43
1041,Patricia Jenkins,Monthly,0.26
1042,Julie Salazar,Monthly,40.01
1043,Richard Mull,Lifetime,15.0
1044,Carrie Leon,Semi-Annually,8.56
1045,Nancy Saults,Annually,8.83
1046,Lillian Selkirk,Semi-Annually,40.97
1047,Irene Stutz,Monthly,1.6
1048,Craig Anderson,Monthly,30.16
1049,Patricia Wilson,Annually,41.83
1050,Shaun Weber,Annually,27.68
1051,Tony Roberts,Semi-Annually,27.3
1052,David Weeks,Monthly,0.24
1053,Otis Jones,Monthly,27.51
1054,Charles Glover,Semi-Annually,25.94
1055,Gene Bergman,Lifetime,12.87
1056,Charles Sears,Annually,8.57
1057,Margaret Clinton,Annually,37.26
1058,Teresa Eccleston,Annually,4.94
1059,Michael Lairy,Semi-Annually,10.01
1060,David Loth,Semi-Annually,8.26
1061,Adrienne Stitt,Weekly,11.7
1062,Melanie Martin,Monthly,19.62
1063,Andrew Noyes,Lifetime,18.57
1064,Dawn Haro,Monthly,13.2
1065,John Prewitt,Semi-Annually,29.77
1066,Joseph Johnson,Weekly,9.07
1067,Lila Church,Annually,7.16
1068,Rodney Hamelin,Semi-Annually,4.52
1069,Josephine Hawkins,Lifetime,9.35
1070,Gregory Solomons,Monthly,18.28
1071,Joan Detwiler,Lifetime,14.54
1072,Jeffery Perez,Semi-Annually,9.6
1073,Allison Eaker,Lifetime,15.08
1074,John Wilson,Monthly,11.23
1075,Kim Johnsen,Semi-Annually,27.88
1076,Todd Montoya,Weekly,0.66
1077,Tanya Finnegan,Monthly,3.89
1078,Phyllis Johns,Monthly,3.07
1079,Roy Hargett,Monthly,9.01
1080,David Garcia,Monthly,24.51
1081,Ann Wilt,Monthly,1.05
1082,Maria Saltzman,Lifetime,23.66
1083,Robert Metzler,Semi-Annually,11.67
1084,Veronica Bailey,Annually,14.81
1085,Karen Welker,Annually,6.58
1086,Lillian Amidon,Monthly,15.78
1087,Bonnie Holland,Monthly,0.05
1088,Stephen Avila,Annually,16.59
1089,Nellie Christou,Annually,7.5
1090,Betty Smith,Lifetime,13.22
1091,Paul Ybarra,Monthly,15.09
1092,Sean Spencer,Semi-Annually,21.39
1093,Chester Nunez,Lifetime,17.91
1094,Charlene Hansen,Lifetime,4.72
1095,Velma Barham,Monthly,21.22
1096,Elizabeth Celadon,Monthly,16.14
1097,Velma Solis,Semi-Annually,8.17
1098,Harold Gowen,Weekly,6.94
1099,Gale Cermeno,Lifetime,26.14
1100,Ruth Chu,Monthly,5.06
1101,Johnny Chacko,Lifetime,0.96
1102,Valarie Mulholland,Semi-Annually,7.3
1103,Eva Williams,Weekly,1.48
1104,Carmen Daggett,Annually,1.48
1105,Renata Cabezas,Semi-Annually,10.59
1106,Daniel Gurley,Semi-Annually,18.41
1107,Alan Orndorff,Semi-Annually,25.52
1108,Patsy Lovern,Weekly,12.46
1109,Nancy Dillard,Annually,18.62
1110,Adam Ross,Semi-Annually,20.47
1111,Quincy Mcrae,Monthly,0.43
1112,Barbara Bourgeois,Annually,24.69
1113,Lora Underwood,Semi-Annually,12.12
1114,Audrey Jackson,Monthly,3.88
1115,Meghan Potter,Lifetime,14.18
1116,Freddy Magee,Annually,41.0
1117,Rochelle Mckee,Monthly,21.42
1118,Patricia Song,Annually,11.56
1119,Christopher Perry,Annually,38.2
1120,John Robertson,Monthly,12.8
1121,Blanche Brothers,Annually,1.34
1122,William Thorn,Lifetime,8.67
1123,Carolyn Long,Lifetime,20.64
1124,Annie Fisher,Monthly,11.02
1125,Rebecca Barker,Lifetime,29.2
1126,Geraldine Brooks,Semi-Annually,30.73
1127,Clifton Satcher,Annually,6.96
1128,Ernest Shoemaker,Monthly,9.12
1129,Amy Brown,Semi-Annually,32.55
1130,Alicia Daugherty,Monthly,1.55
1131,Lynn Behrmann,Semi-Annually,0.14
1132,Alfred Grim,Lifetime,59.66
1133,Alisa Hill,Semi-Annually,43.14
1134,Charles Robertson,Semi-Annually,0.54
1135,Gil Thomas,Monthly,40.77
1136,Christopher Harvey,Semi-Annually,14.02
1137,Amy Rivas,Weekly,41.2
1138,Leona Mccoy,Semi-Annually,4.86
1139,Johnny Smith,Semi-Annually,12.25
1140,Carie Thompson,Weekly,26.48
1141,Celia Timmons,Weekly,17.25
1142,Natasha Harris,Semi-Annually,5.35
1143,Theresa Lombardi,Annually,42.4
1144,David Cohen,Monthly,12.0
1145,Ashley Blount,Monthly,10.29
1146,Elizabeth Robards,Weekly,42.89
1147,Lisa Hall,Annually,22.4
1148,Kenneth Keys,Lifetime,23.65
1149,Roger Routt,Annually,8.01
1150,Michael Crowe,Monthly,28.53
1151,Sarah Armstrong,Annually,25.08
1152,William Barrett,Weekly,29.05
1153,Clarence Peck,Monthly,9.25
1154,Aaron Dukes,Monthly,19.31
1155,Carroll Weatherly,Semi-Annually,43.94
1156,Frances Thalls,Monthly,0.08
1157,Wilma Walker,Monthly,22.49
1158,Aaron Murray,Semi-Annually,40.74
1159,Jessica Cox,Annually,1.06
1160,Adrienne Jenkins,Annually,14.44
1161,Natalie Bray,Lifetime,41.66
1162,Leroy Rothe,Monthly,8.92
1163,James Cornelius,Lifetime,6.93
1164,Robert Lester,Semi-Annually,4.95
1165,Sarah Sanchez,Semi-Annually,12.58
1166,John Crum,Semi-Annually,12.78
1167,Robert Silcox,Monthly,7.42
1168,Louis Lagasse,Monthly,11.74
1169,Margarita Hunt,Annually,30.98
1170,Michael Garcia,Monthly,1.06
1171,Virginia Jarvis,Annually,5.46
1172,Stuart Downing,Monthly,33.71
1173,Mason Ferrante,Annually,42.16
1174,Alberta Michalski,Lifetime,6.78
1175,Lois Leyrer,Monthly,28.87
1176,Charles Unrein,Semi-Annually,11.89
1177,Ruby Kane,Lifetime,0.54
1178,Silvia Peterson,Semi-Annually,16.13
1179,Gayle Gallon,Weekly,36.8
1180,Charles Durisseau,Semi-Annually,25.49
1181,Rhonda Tomblin,Monthly,9.51
1182,James Hayes,Monthly,15.98
1183,Marilyn Cooper,Monthly,6.62
1184,Micheal Ramires,Annually,21.35
1185,Colleen Carver,Monthly,17.68
1186,Nancy Miller,Weekly,7.62
1187,Lyn Grant,Monthly,16.83
1188,Stella Moore,Semi-Annually,14.68
1189,Myrtle Sauders,Annually,12.88
1190,Helen Uhl,Monthly,15.74
1191,Shirley Allen,Monthly,2.49
1192,Melvin Bock,Lifetime,7.27
1193,Samuel Wahba,Annually,34.71
1194,Veronica Richardson,Weekly,5.52
1195,Hope Adams,Monthly,32.73
1196,Albert Wood,Annually,7.88
1197,Charles Manning,Lifetime,17.95
1198,Carlton Carrico,Annually,25.86
1199,Ryan Nash,Weekly,22.81
1200,Richard Cherubino,Weekly,5.4
1201,Sandy Horton,Monthly,15.33
1202,Elizabeth Conklin,Lifetime,15.5
1203,Jeff Gunn,Monthly,7.53
1204,Carmen Perine,Monthly,25.75
1205,Ruth Tobin,Weekly,27.66
1206,Sandra Hayden,Lifetime,6.29
1207,Dale Arment,Annually,34.0
1208,Michael Beals,Annually,18.38
1209,Sandra Dixon,Semi-Annually,22.81
1210,Louis Avery,Monthly,5.1
1211,Gladys Gardner,Lifetime,6.61
1212,Deborah Sherman,Monthly,5.47
1213,William Cusson,Annually,35.82
1214,Tammy Keppler,Annually,4.59
1215,Timothy Kluz,Lifetime,4.23
1216,Margaret Carrasco,Monthly,0.34
1217,Margarita Mason,Semi-Annually,45.5
1218,Doris Pyanowski,Monthly,5.08
1219,Marie Shell,Weekly,0.03
1220,Jennifer Muniz,Semi-Annually,37.13
1221,Bryan Bruce,Semi-Annually,0.44
1222,Santiago Roher,Weekly,5.78
1223,Minnie Lockwood,Lifetime,38.94
1224,Juan Walker,Lifetime,34.91
1225,Willie Heft,Weekly,2.9
1226,Jason Hansen,Annually,19.03
1227,Clinton Mak,Annually,27.57
1228,Donna Kim,Semi-Annually,4.56
1229,Melissa Ross,Monthly,8.08
1230,Ellis Buckles,Semi-Annually,5.93
1231,Jonathan Smith,Annually,10.27
1232,Tammy Johnson,Monthly,11.37
1233,Amanda Watson,Weekly,26.97
1234,Leroy Vale,Monthly,5.95
1235,Frank Wren,Weekly,44.31
1236,Robert Caplinger,Monthly,1.82
1237,Tiffany Dagostino,Annually,24.7
1238,Christopher Lewis,Monthly,10.34
1239,Sonia Wassinger,Lifetime,19.99
1240,Marian Lang,Lifetime,1.44
1241,Mildred Janak,Annually,0.39
1242,Darla Sifuentes,Annually,17.73
1243,Regina Comer,Semi-Annually,8.5
1244,Trena White,Annually,3.98
1245,James Wade,Semi-Annually,14.71
1246,Felipa Kelly,Annually,32.39
1247,Margaret Eberle,Annually,7.17
1248,Charlene Crabtree,Annually,6.0
1249,Ruth Campbell,Annually,7.11
1250,James Rodriquez,Annually,6.42
1251,Bernice Faulkner,Lifetime,7.69
1252,Carolyn Villatora,Semi-Annually,20.74
1253,Michael Wray,Annually,23.85
1254,Linda Null,Monthly,4.66
1255,Donald Estwick,Lifetime,15.76
1256,Jean Brown,Weekly,4.06
1257,Robbie Mcalvain,Weekly,20.09
1258,Irving Picklesimer,Lifetime,6.01
1259,Adam Davison,Weekly,9.32
1260,Jacklyn Escobedo,Annually,33.6
1261,Whitney Lowin,Lifetime,26.17
1262,Beatrice Luper,Weekly,7.92
1263,Mark Spear,Monthly,2.65
1264,Matthew Floyd,Monthly,0.74
1265,Goldie Dillard,Semi-Annually,6.23
1266,Sterling Anyan,Annually,33.19
1267,Brian Jones,Lifetime,4.91
1268,William Miller,Semi-Annually,44.39
1269,Karen Lyles,Weekly,4.18
1270,Andrew Bivins,Weekly,6.46
1271,Verena Contreras,Lifetime,26.59
1272,Pat Burt,Weekly,26.39
1273,Carmen Tom,Weekly,10.33
1274,James Lanning,Weekly,6.21
1275,Donna Smothers,Semi-Annually,18.28
1276,Carol Arnold,Semi-Annually,45.64
1277,Carole Welch,Monthly,21.53
1278,Judith Moran,Annually,5.6
1279,Martha Oliver,Lifetime,14.5
1280,Harold Ottesen,Annually,27.82
1281,Monty Gibson,Semi-Annually,39.91
1282,Lola Hampton,Monthly,11.78
1283,Judith Clark,Semi-Annually,8.66
1284,Joanne Prudhomme,Semi-Annually,31.71
1285,Edwin Schnipper,Monthly,22.95
1286,Susan Phillips,Monthly,12.79
1287,Cynthia Laird,Semi-Annually,0.35
1288,Tanya Hart,Lifetime,8.72
1289,Mary Dean,Semi-Annually,28.89
1290,Carole Brown,Monthly,32.42
1291,Josephine Christ,Lifetime,0.73
1292,Maggie Chisum,Annually,4.52
1293,Samuel Craig,Semi-Annually,47.99
1294,Donna Yount,Semi-Annually,7.72
1295,Richard Mauro,Monthly,9.15
1296,Patricia Pemberton,Annually,15.8
1297,Cody Seumanu,Monthly,11.16
1298,Thomas Freeman,Monthly,16.93
1299,Lois Crowder,Lifetime,28.43
1300,James Lopez,Monthly,20.04
1301,Kathleen Walker,Weekly,14.02
1302,Sammie Koch,Monthly,5.11
1303,Robert Sanders,Lifetime,0.73
1304,Tammara Eden,Weekly,8.61
1305,John Poncio,Semi-Annually,21.78
1306,Azalee Bieker,Weekly,53.56
1307,Donna Carter,Semi-Annually,7.13
1308,Vernell Sanchez,Weekly,7.7
1309,Joseph Patrick,Weekly,6.23
1310,Jenifer Policare,Semi-Annually,4.17
1311,John Morgen,Weekly,23.74
1312,Katherine Estrada,Weekly,3.59
1313,Sharon Brown,Monthly,8.12
1314,Donna Okura,Lifetime,6.77
1315,Paula Buell,Weekly,28.06
1316,Tamatha Chrisman,Weekly,19.42
1317,Chris Buitron,Annually,12.5
1318,Alexander Jensen,Weekly,10.8
1319,Jimmy Robertson,Annually,12.54
1320,Gary Filmore,Monthly,10.18
1321,Cynthia Madison,Annually,22.53
1322,Eleanor Schoeneck,Weekly,30.72
1323,Ernest Shupe,Weekly,22.96
1324,Sarah Presto,Lifetime,21.54
1325,Patricia Hill,Annually,14.79
1326,Carlos Wallace,Annually,3.34
